ID,Latitude,Longtitude,Province,District,Commune,Sub-regional,Plot,Lot,Site,Forest owner,Land type,Original resources of forest,Date,Priority,Contractor,Status
26825,19.3392,104.158,Nghe An,Ky Son,Tay Son,459,4,6,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26826,19.3392,104.158,Nghe An,Ky Son,Tay Son,459,5,2,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26827,19.3359,104.105,Nghe An,Ky Son,Tay Son,458,7,26,Tay Son commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26828,19.3334,104.198,Nghe An,Ky Son,Huu Kiem,461,18,8,Dinh Son 2 village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26829,19.3304,104.105,Nghe An,Ky Son,Tay Son,458,10,7,Tay Son commune,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26830,19.3244,104.193,Nghe An,Ky Son,Huu Kiem,464,1,6,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26831,19.3177,104.217,Nghe An,Ky Son,Huu Kiem,464,2,,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,High,,Not Verified
26832,19.3149,104.201,Nghe An,Ky Son,Huu Kiem,464,4,4,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26833,19.3098,104.209,Nghe An,Ky Son,Huu Kiem,464,4,4,Dinh Son 2 village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26834,19.3001,104.158,Nghe An,Ky Son,Na Ngoi,465,5,4,Tham Hon village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26835,19.3001,104.158,Nghe An,Ky Son,Na Ngoi,465,5,4,Tham Hon village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26836,19.3,104.155,Nghe An,Ky Son,Na Ngoi,465,5,4,Tham Hon village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26837,19.3,104.157,Nghe An,Ky Son,Na Ngoi,465,5,4,Tham Hon village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26838,19.2989,104.165,Nghe An,Ky Son,Na Ngoi,465,10,3,Tham Hon village,Youth Volunteer Team 10,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26839,19.2989,104.166,Nghe An,Ky Son,Na Ngoi,465,10,3,Tham Hon village,Youth Volunteer Team 10,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26840,19.2981,104.157,Nghe An,Ky Son,Na Ngoi,465,10,6,Tham Hon village,Youth Volunteer Team 10,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/13/2020 0:00,High,,Not Verified
26841,19.2982,104.158,Nghe An,Ky Son,Na Ngoi,465,10,5,Tham Hon village,Youth Volunteer Team 10,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26842,19.2978,104.158,Nghe An,Ky Son,Na Ngoi,465,10,5,Tham Hon village,Youth Volunteer Team 10,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26843,19.2961,104.159,Nghe An,Ky Son,Na Ngoi,465,10,5,Tham Hon village,Youth Volunteer Team 10,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26844,19.2956,104.163,Nghe An,Ky Son,Na Ngoi,465,11,6,Na Ngoi commune,Youth Volunteer Team 10,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26845,19.2957,104.163,Nghe An,Ky Son,Na Ngoi,465,10,3,Tham Hon village,Youth Volunteer Team 10,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26846,19.2947,104.162,Nghe An,Ky Son,Na Ngoi,465,11,6,Na Ngoi commune,Youth Volunteer Team 10,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26847,19.2946,104.162,Nghe An,Ky Son,Na Ngoi,465,11,6,Na Ngoi commune,Youth Volunteer Team 10,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/13/2020 0:00,High,,Not Verified
26848,19.2946,104.234,Nghe An,Ky Son,Na Ngoi,467,5,7,Pu Quac I village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26849,19.2937,104.233,Nghe An,Ky Son,Na Ngoi,467,5,7,Pu Quac I village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26850,19.2936,104.233,Nghe An,Ky Son,Na Ngoi,467,5,7,Pu Quac I village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26851,19.2927,104.18,Nghe An,Ky Son,Na Ngoi,465,12,4,Tham Hon village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26852,19.2907,104.175,Nghe An,Ky Son,Na Ngoi,465,12,7,Tham Hon village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26853,19.2903,104.161,Nghe An,Ky Son,Na Ngoi,465,11,7,Tham Hon village,Youth Volunteer Team 10,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26854,19.2891,104.179,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26855,19.289,104.18,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26856,19.2882,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26857,19.2882,104.183,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26858,19.288,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26859,19.2879,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26860,19.2878,104.181,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26861,19.2877,104.177,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26862,19.2877,104.177,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26863,19.2879,104.181,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26864,19.2881,104.181,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26865,19.2878,104.182,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26866,19.2877,104.183,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26867,19.2876,104.177,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26868,19.2878,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26869,19.2879,104.18,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26870,19.2875,104.177,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26871,19.2874,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26872,19.2871,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26873,19.2869,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26874,19.2868,104.181,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26875,19.2866,104.18,Nghe An,Ky Son,Na Ngoi,481,1,3,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26876,19.2856,104.185,Nghe An,Ky Son,Na Ngoi,481,1,5,Na Ngoi commune,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26877,19.2814,104.153,Nghe An,Ky Son,Na Ngoi,481,5,2,Tang Phan village,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26878,19.2814,104.153,Nghe An,Ky Son,Na Ngoi,481,5,3,Tang Phan village,Youth Volunteer Team 10,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26879,19.2814,104.17,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26880,19.2812,104.171,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26881,19.2812,104.171,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26882,19.281,104.171,Nghe An,Ky Son,Na Ngoi,481,3,8,Na Ngoi commune,Youth Volunteer Team 10,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26883,19.279,104.151,Nghe An,Ky Son,Na Ngoi,481,5,3,Tang Phan village,Youth Volunteer Team 10,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26884,19.2754,104.219,Nghe An,Ky Son,Na Ngoi,466,7,4,Na Cang village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26885,19.2749,104.172,Nghe An,Ky Son,Na Ngoi,482,4,,Tang Phan village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26886,19.2723,104.202,Nghe An,Ky Son,Na Ngoi,483,5,2,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26887,19.2719,104.199,Nghe An,Ky Son,Na Ngoi,483,5,2,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26888,19.2687,104.227,Nghe An,Ky Son,Na Ngoi,494A,4,4,Na Cang village,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26889,19.2673,104.203,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26890,19.2672,104.202,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26891,19.2672,104.202,Nghe An,Ky Son,Na Ngoi,483,7,1,Tong Khu village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26892,19.2662,104.263,Nghe An,Ky Son,Na Ngoi,495B,10,8,Huoi Xai village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26893,19.2663,104.264,Nghe An,Ky Son,Na Ngoi,495B,10,4,Huoi Xai village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26894,19.2652,104.279,Nghe An,Ky Son,Na Ngoi,495B,12,4,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26895,19.2649,104.279,Nghe An,Ky Son,Na Ngoi,495B,12,4,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26896,19.2647,104.279,Nghe An,Ky Son,Na Ngoi,495B,12,4,Pu Quac III village,Board of protection forest management Ky Son,Mixed rich natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26897,19.2642,104.165,Nghe An,Ky Son,Na Ngoi,482,3,4,Tang Phan village,Youth Volunteer Team 10,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26898,19.2639,104.198,Nghe An,Ky Son,Na Ngoi,483,7,2,Tong Khu village,Board of protection forest management Ky Son,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,7/13/2020 0:00,Medium,,Not Verified
26899,19.2628,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,6,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26900,19.2629,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,5,Pu Quac II village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26901,19.2625,104.197,Nghe An,Ky Son,Na Ngoi,483,8,7,Na Ngoi commune,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26902,19.2625,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,6,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26903,19.2621,104.247,Nghe An,Ky Son,Na Ngoi,495A,4,6,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26904,19.2614,104.199,Nghe An,Ky Son,Na Ngoi,483,7,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26905,19.2612,104.245,Nghe An,Ky Son,Na Ngoi,495A,4,6,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26906,19.2606,104.2,Nghe An,Ky Son,Na Ngoi,483,7,3,Ka Noi village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Medium,,Not Verified
26907,19.2605,104.244,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26908,19.2599,104.242,Nghe An,Ky Son,Na Ngoi,495A,2,10,Pu Quac I village,Board of protection forest management Ky Son,Area of mountains and land,Plantation forest,7/13/2020 0:00,Low,,Not Verified
26909,19.2594,104.192,Nghe An,Ky Son,Na Ngoi,483,6,5,Ka Noi village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
26910,19.2596,104.248,Nghe An,Ky Son,Na Ngoi,495A,6,5,Pu Quac II village,Board of protection forest management Ky Son,"Area with regenerating wood trees, mountains and soil",Plantation forest,7/13/2020 0:00,Low,,Not Verified
